goodreads_book_id,title,genres,authors,average_rating
77431,The Mauritius Command,"['historical-fiction', 'historical', 'adventure', 'war', 'military', 'action']","[""Patrick O'Brian""]",[4.35]
77449,"Here be Dragons (Welsh Princes, #1)","['historical-fiction', 'historical', 'fantasy', 'romance', 'historical-romance', 'adult-fiction', 'adventure', 'war', 'epic']",['Sharon Kay Penman'],[4.3]
77477,Blessings,"['family', 'adult-fiction', 'contemporary', 'literary-fiction', 'drama']",['Anna Quindlen'],[3.56]
77504,"Blue Mars (Mars Trilogy, #3)","['science-fiction', 'science', 'speculative-fiction', 'politics', 'fantasy']",['Kim Stanley Robinson'],[3.92]
77505,"Green Mars (Mars Trilogy, #2)","['science-fiction', 'science', 'speculative-fiction', 'politics', 'fantasy', 'adventure', 'philosophy']",['Kim Stanley Robinson'],[3.91]
77507,"Red Mars (Mars Trilogy, #1)","['science-fiction', 'science', 'speculative-fiction', 'fantasy', 'politics', 'adventure']",['Kim Stanley Robinson'],[3.84]
77554,The Stone Diaries,"['historical-fiction', 'literary-fiction', 'adult-fiction', 'historical', 'contemporary', 'family', 'drama']",['Carol Shields'],[3.84]
77565,"The Fall of Hyperion (Hyperion Cantos, #2)","['science-fiction', 'fantasy', 'speculative-fiction', 'horror', 'science', 'adventure', 'religion', 'epic', 'mystery', 'war']",['Dan Simmons'],[4.18]
77566,"Hyperion (Hyperion Cantos, #1)","['fantasy', 'science-fiction', 'horror', 'adventure', 'speculative-fiction', 'science', 'epic', 'religion', 'mystery', 'classic', 'dystopian']",['Dan Simmons'],[4.21]
77661,"The Daughter of Time (Inspector Alan Grant, #5)","['mystery', 'historical-fiction', 'crime', 'historical', 'classic', 'adult-fiction', 'detective-fiction', 'thriller', 'contemporary']",['Josephine Tey'],[3.95]
77699,Dinner at the Homesick Restaurant,"['contemporary', 'literary-fiction', 'family', 'adult-fiction', 'drama', 'historical-fiction']",['Anne Tyler'],[3.82]
77711,"A Fire Upon the Deep (Zones of Thought, #1)","['science-fiction', 'fantasy', 'speculative-fiction', 'science', 'adventure', 'epic']",['Vernor Vinge'],[4.13]
77727,Calvin and Hobbes,"['humor', 'graphic-novel', 'comedy', 'children', 'young-adult', 'fantasy', 'classic', 'philosophy', 'adventure', 'manga']","['Bill Watterson, G.B. Trudeau']",[4.61]
77735,"The Honor of the Queen (Honor Harrington, #2)","['science-fiction', 'military', 'fantasy', 'science', 'war', 'action', 'speculative-fiction', 'adventure']",['David Weber'],[4.21]
77736,"The Short Victorious War (Honor Harrington, #3)","['science-fiction', 'military', 'science', 'fantasy', 'adventure', 'war', 'action', 'speculative-fiction']",['David Weber'],[4.16]
77738,"Flag in Exile (Honor Harrington, #5)","['science-fiction', 'military', 'adventure', 'science', 'action', 'fantasy', 'war', 'politics', 'speculative-fiction']",['David Weber'],[4.22]
77739,"Honor Among Enemies (Honor Harrington, #6)","['science-fiction', 'military', 'adventure', 'war', 'fantasy', 'science', 'action', 'thriller', 'speculative-fiction']",['David Weber'],[4.24]
77767,"Little House on the Prairie (Little House, #2)","['young-adult', 'historical', 'classic', 'non-fiction', 'historical-fiction', 'memoir', 'family', 'adventure', 'children', 'western']","['Laura Ingalls Wilder, Garth Williams']",[4.18]
77770,"These Happy Golden Years (Little House, #8)","['historical-fiction', 'young-adult', 'children', 'historical', 'classic', 'biography', 'romance', 'non-fiction', 'memoir', 'family', 'adventure']","['Laura Ingalls Wilder, Garth Williams']",[4.17]
77773,"To Say Nothing of the Dog (Oxford Time Travel, #2)","['science-fiction', 'fantasy', 'historical-fiction', 'humor', 'historical', 'mystery', 'romance', 'speculative-fiction', 'science', 'adventure', 'comedy', 'travel', 'adult-fiction', 'contemporary', 'war']",['Connie Willis'],[4.13]
77786,"Vision of the Future (Star Wars: The Hand of Thrawn, #2)","['science-fiction', 'fantasy', 'science', 'adventure', 'science-fantasy']",['Timothy Zahn'],[4.06]
77787,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)","['science-fiction', 'fantasy', 'adventure', 'science', 'speculative-fiction', 'science-fantasy']",['Timothy Zahn'],[3.98]
77866,Any Human Heart,"['historical-fiction', 'literary-fiction', 'historical', 'contemporary', 'war', 'biography', 'drama', 'classic', 'adult-fiction', 'memoir']",['William  Boyd'],[4.26]
77995,The Necklace and Other Short Stories,"['classic', 'classic-literature', 'historical-fiction', 'literary-fiction', 'historical', 'anthology', 'young-adult', 'drama', 'adult-fiction', 'horror', 'fantasy']",['Guy de Maupassant'],[3.94]
78039,"Ramona the Pest (Ramona, #2)","['children', 'young-adult', 'humor', 'family', 'classic', 'contemporary']",['Beverly Cleary'],[4.04]
78129,"Killing Floor (Jack Reacher, #1)","['thriller', 'mystery', 'crime', 'suspense', 'action', 'adventure', 'crime-thriller', 'suspense-thriller', 'adult-fiction', 'contemporary', 'military']",['Lee Child'],[4.04]
78131,"The Killing Game (Eve Duncan, #2)","['mystery', 'suspense', 'thriller', 'crime', 'romance', 'romantic-suspense', 'contemporary', 'suspense-thriller', 'adult-fiction', 'action', 'crime-thriller', 'paranormal', 'drama', 'adventure']",['Iris Johansen'],[4.18]
78250,The Teachings of Don Juan: A Yaqui Way of Knowledge ,"['philosophy', 'spirituality', 'non-fiction', 'religion', 'psychology', 'fantasy', 'biography', 'science', 'memoir', 'mythology', 'self-help', 'travel']",['Carlos Castaneda'],[3.94]
78408,Lemony Snicket: The Unauthorized Autobiography (A Series of Unfortunate Events companion),"['young-adult', 'humor', 'mystery', 'children', 'fantasy', 'biography', 'adventure', 'non-fiction', 'comedy', 'young-adult-fiction', 'memoir']",['Lemony Snicket'],[3.72]
78411,"The Bad Beginning (A Series of Unfortunate Events, #1)","['fantasy', 'young-adult', 'children', 'mystery', 'adventure', 'humor', 'classic', 'family', 'gothic']","['Lemony Snicket, Brett Helquist']",[3.89]
78418,"The Reptile Room (A Series of Unfortunate Events, #2)","['young-adult', 'fantasy', 'children', 'mystery', 'adventure', 'humor', 'gothic', 'family', 'contemporary', 'comedy']","['Lemony Snicket, Brett Helquist']",[3.95]
78427,The Total Money Makeover: A Proven Plan for Financial Fitness,"['non-fiction', 'business', 'self-help', 'economics', 'family']",['Dave Ramsey'],[4.29]
78433,The Blind Assassin,"['historical-fiction', 'mystery', 'contemporary', 'literary-fiction', 'science-fiction', 'historical', 'adult-fiction', 'romance', 'fantasy', 'drama', 'family', 'classic']",['Margaret Atwood'],[3.95]
78508,The River of Doubt: Theodore Roosevelt's Darkest Journey,"['non-fiction', 'biography', 'adventure', 'travel', 'historical', 'politics', 'historical-fiction', 'memoir', 'science']",['Candice Millard'],[4.16]
78629,Tortured for Christ N/E,"['biography', 'non-fiction', 'religion', 'memoir', 'historical', 'spirituality', 'philosophy', 'war', 'politics']",['Richard Wurmbrand'],[4.34]
78674,"Out to Canaan (Mitford Years, #4)","['adult-fiction', 'contemporary', 'spirituality', 'romance', 'humor', 'religion', 'family']",['Jan Karon'],[4.28]
78728,Ignorance,"['philosophy', 'contemporary', 'romance', 'literary-fiction', 'classic', 'adult-fiction']","['Milan Kundera, Linda Asher']",[3.76]
78876,"Maskerade (Discworld, #18; Witches #5)","['fantasy', 'humor', 'comedy', 'science-fiction', 'science', 'mystery', 'adventure', 'speculative-fiction', 'young-adult']",['Terry Pratchett'],[4.06]
78950,"Little Men (Little Women, #2)","['classic', 'young-adult', 'historical-fiction', 'children', 'historical', 'classic-literature', 'romance', 'drama', 'adult-fiction', 'young-adult-fiction', 'family']",['Louisa May Alcott'],[3.84]
78960,"Good Wives (Little Women, #1.5)","['classic', 'romance', 'historical-fiction', 'young-adult', 'children', 'historical', 'classic-literature', 'family', 'drama', 'adult-fiction', 'young-adult-fiction', 'literary-fiction']",['Louisa May Alcott'],[3.92]
78970,A Matter of Honor,"['thriller', 'mystery', 'suspense', 'drama', 'adventure', 'historical-fiction', 'crime', 'historical', 'action', 'political-thriller', 'adult-fiction', 'crime-thriller', 'suspense-thriller', 'contemporary']",['Jeffrey Archer'],[3.9]
78971,False Impression,"['thriller', 'mystery', 'suspense', 'crime', 'drama', 'adventure', 'suspense-thriller', 'adult-fiction', 'historical-fiction', 'contemporary', 'action']",['Jeffrey Archer'],[3.67]
78972,The Fourth Estate,"['thriller', 'drama', 'historical-fiction', 'mystery', 'suspense', 'contemporary', 'historical', 'action', 'suspense-thriller', 'adventure', 'adult-fiction', 'epic']",['Jeffrey Archer'],[3.72]
78976,A Twist in the Tale,"['thriller', 'mystery', 'drama', 'suspense', 'anthology', 'crime', 'contemporary', 'romance', 'adult-fiction', 'suspense-thriller']",['Jeffrey Archer'],[3.85]
78982,"Not a Penny More, Not a Penny Less","['thriller', 'mystery', 'crime', 'suspense', 'drama', 'contemporary', 'adventure', 'adult-fiction', 'humor', 'action', 'suspense-thriller', 'historical-fiction', 'classic', 'crime-thriller']",['Jeffrey Archer'],[4.0]
78983,"Kane and Abel (Kane and Abel, #1)","['historical-fiction', 'thriller', 'drama', 'mystery', 'historical', 'contemporary', 'suspense', 'adult-fiction', 'politics', 'classic', 'family', 'epic', 'crime', 'suspense-thriller', 'romance', 'war']",['Jeffrey Archer'],[4.27]
78985,Sons of Fortune,"['thriller', 'drama', 'historical-fiction', 'mystery', 'politics', 'suspense', 'contemporary', 'family', 'adult-fiction', 'war', 'suspense-thriller', 'non-fiction']",['Jeffrey Archer'],[3.83]
78987,"The Prodigal Daughter (Kane & Abel, #2)","['thriller', 'historical-fiction', 'drama', 'mystery', 'contemporary', 'historical', 'suspense', 'romance', 'adult-fiction', 'politics', 'family', 'action', 'political-thriller', 'crime-thriller', 'suspense-thriller']",['Jeffrey Archer'],[3.92]
78989,"Shall We Tell the President? (Kane & Abel, #3)","['mystery', 'thriller', 'historical-fiction', 'suspense', 'drama', 'crime', 'politics', 'action', 'political-thriller', 'adult-fiction', 'crime-thriller', 'adventure', 'historical', 'contemporary']",['Jeffrey Archer'],[3.69]
79006,Honor Among Thieves,"['thriller', 'mystery', 'suspense', 'historical-fiction', 'crime', 'drama', 'adventure', 'contemporary', 'action', 'suspense-thriller', 'politics', 'crime-thriller']",['Jeffrey Archer'],[3.82]
79016,First Among Equals,"['thriller', 'historical-fiction', 'politics', 'drama', 'mystery', 'suspense', 'contemporary', 'adult-fiction', 'historical', 'fantasy', 'crime']",['Jeffrey Archer'],[3.87]
79121,The Happy Prince,"['children', 'fantasy', 'classic', 'fairy-tale', 'classic-literature', 'young-adult', 'adventure', 'historical-fiction']",['Oscar Wilde'],[4.22]
79257,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,"['non-fiction', 'science-fiction', 'humor', 'biography', 'fantasy', 'comedy', 'science']",['Neil Gaiman'],[4.31]
79378,"Roses are Red (Alex Cross, #6)","['mystery', 'thriller', 'crime', 'suspense', 'crime-thriller', 'suspense-thriller', 'adult-fiction']",['James Patterson'],[4.02]
79379,"Violets Are Blue (Alex Cross, #7)","['mystery', 'thriller', 'crime', 'suspense', 'crime-thriller', 'suspense-thriller', 'adult-fiction', 'action']",['James Patterson'],[3.94]
79421,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,"['non-fiction', 'biography', 'memoir', 'religion', 'spirituality']","['Paul Hattaway, Brother Yun']",[4.33]
79422,"Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)","['graphic-novel', 'science-fiction', 'dystopian', 'fantasy', 'adventure', 'speculative-fiction', 'action', 'thriller', 'humor', 'mystery', 'drama']","['Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.']",[4.22]
79426,"Y: The Last Man, Vol. 7: Paper Dolls (Y: The Last Man, #7)","['graphic-novel', 'science-fiction', 'dystopian', 'fantasy', 'adventure', 'speculative-fiction', 'humor', 'thriller', 'action', 'horror']","['Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.']",[4.25]
79428,The Abolition of Man,"['philosophy', 'non-fiction', 'religion', 'spirituality', 'classic', 'politics', 'sociology', 'psychology', 'science']",['C.S. Lewis'],[4.07]
79649,The Seagull,"['drama', 'classic', 'romance', 'classic-literature', 'comedy', 'adult-fiction', 'historical']","['Anton Chekhov, Michael Frayn']",[3.92]
79705,"Apollyon (Left Behind, #5)","['religion', 'fantasy', 'thriller', 'suspense', 'adult-fiction', 'adventure', 'dystopian', 'science-fiction', 'contemporary', 'spirituality', 'action', 'family', 'mystery', 'drama']","['Tim LaHaye, Jerry B. Jenkins']",[3.97]
79790,Magical Thinking: True Stories,"['memoir', 'non-fiction', 'humor', 'biography', 'comedy', 'contemporary', 'adult-fiction']",['Augusten Burroughs'],[3.96]
79834,Lust for Life,"['historical-fiction', 'biography', 'historical', 'non-fiction', 'classic', 'memoir', 'biographical-fiction', 'adult-fiction']",['Irving Stone'],[4.19]
79879,From Head to Toe,['children'],['Eric Carle'],[4.18]
79885,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)","['mystery', 'crime', 'thriller', 'legal-thriller', 'suspense', 'crime-thriller', 'adult-fiction', 'drama', 'suspense-thriller', 'contemporary', 'courtroom-drama']",['Michael Connelly'],[4.14]
80176,"Winesburg, Ohio","['classic', 'literary-fiction', 'historical-fiction', 'classic-literature', 'adult-fiction', 'historical']",['Sherwood Anderson'],[3.84]
80369,Discipline and Punish: The Birth of the Prison,"['philosophy', 'non-fiction', 'sociology', 'politics', 'psychology', 'crime', 'historical', 'literary-criticism']","['Michel Foucault, Alan Sheridan, Thomas Mathiesen, Walter Seitter, Drago Braco Rotar']",[4.21]
80449,On the Genealogy of Morals,"['philosophy', 'non-fiction', 'religion', 'psychology', 'politics', 'classic', 'historical', 'spirituality']","['Friedrich Nietzsche, Douglas Smith']",[4.1]
80534,Me & Emma,"['contemporary', 'drama', 'adult-fiction', 'family', 'psychology', 'young-adult', 'suspense', 'mystery', 'sociology']",['Elizabeth Flock'],[3.9]
80536,Little Earthquakes,"['romance', 'contemporary', 'adult-fiction', 'humor', 'family', 'drama']",['Jennifer Weiner'],[3.76]
80566,Run,"['contemporary', 'adult-fiction', 'literary-fiction', 'family', 'politics', 'drama']",['Ann Patchett'],[3.53]
80568,Sam's Letters to Jennifer,"['romance', 'contemporary', 'adult-fiction', 'mystery', 'family', 'young-adult']",['James Patterson'],[4.15]
80570,Smashed: Story of a Drunken Girlhood,"['memoir', 'non-fiction', 'biography', 'psychology', 'young-adult', 'health', 'contemporary', 'sociology']",['Koren Zailckas'],[3.5]
80616,The Thin Man,"['mystery', 'crime', 'classic', 'thriller', 'detective-fiction', 'humor', 'suspense', 'historical-fiction', 'literary-fiction', 'historical', 'adult-fiction', 'crime-thriller']",['Dashiell Hammett'],[3.97]
80630,Turning Angel,"['mystery', 'legal-thriller', 'thriller', 'suspense-thriller', 'suspense', 'adult-fiction', 'crime-thriller', 'adventure', 'contemporary', 'action', 'crime', 'family']",['Greg Iles'],[4.11]
80631,Blood Memory,"['mystery', 'thriller', 'suspense', 'crime', 'suspense-thriller', 'crime-thriller', 'adventure', 'contemporary', 'adult-fiction']",['Greg Iles'],[4.09]
80642,Garlic and Sapphires: The Secret Life of a Critic in Disguise,"['non-fiction', 'memoir', 'biography', 'humor', 'cookbook']",['Ruth Reichl'],[3.92]
80660,We Need to Talk About Kevin,"['contemporary', 'thriller', 'crime', 'horror', 'drama', 'psychology', 'adult-fiction', 'literary-fiction', 'mystery', 'family', 'epistolary', 'suspense']",['Lionel Shriver'],[4.07]
80670,Otherwise Known as Sheila the Great (Fudge #2),"['children', 'young-adult', 'contemporary', 'comedy', 'family', 'young-adult-fiction', 'classic', 'humor']",['Judy Blume'],[3.94]
80672,"Double Fudge (Fudge, #5)","['children', 'young-adult', 'humor', 'family', 'contemporary', 'comedy']",['Judy Blume'],[3.96]
80674,"Superfudge (Fudge, #3)","['children', 'young-adult', 'humor', 'family', 'comedy', 'contemporary', 'young-adult-fiction']",['Judy Blume'],[3.98]
80750,"The Covenant (Abram's Daughters, #1)","['romance', 'historical-fiction', 'young-adult', 'adult-fiction', 'historical', 'religion', 'family', 'historical-romance', 'contemporary', 'drama']",['Beverly  Lewis'],[4.12]
80834,Pyongyang: A Journey in North Korea,"['graphic-novel', 'non-fiction', 'travel', 'memoir', 'biography', 'politics', 'contemporary', 'dystopian', 'humor']",['Guy Delisle'],[3.93]
80890,Buddenbrooks: The Decline of a Family,"['classic', 'historical-fiction', 'historical', 'family', 'classic-literature', 'literary-fiction']","['Thomas Mann, John E. Woods, T.J. Reed']",[4.13]
81176,"Dude, Where's My Country?","['non-fiction', 'politics', 'humor', 'war', 'science', 'comedy', 'sociology', 'contemporary']",['Michael Moore'],[3.4]
81227,Infidel,"['non-fiction', 'memoir', 'biography', 'religion', 'politics', 'philosophy', 'family', 'contemporary', 'war']",['Ayaan Hirsi Ali'],[4.2]
